"#","Solution","W","T","P0","P1","P2","P3","P4","P5","P6","v1","v2","v3"
"15682","C-0_0_1_1_1_0_0_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.08","2","0.6","28","13","8422.77","658.0","2645.23"
"15683","C-0_0_1_1_1_0_0_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.08","2","0.6","28","28","8586.82","561.0","2697.1"
"15684","C-0_0_2_1_3_1_1_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.14","5","0.7","25","18","6875.7","444.5","2329.89"
"15685","C-0_0_1_1_1_0_0_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.08","2","0.6","28","23","8399.57","621.5","2640.73"
"15686","C-0_0_2_1_3_1_1_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.14","5","0.7","25","13","6874.37","445.0","2329.48"
"15687","C-0_0_2_1_3_1_1_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.14","5","0.7","25","28","7221.55","278.5","2434.68"
"15688","C-0_0_2_1_3_1_1_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.14","5","0.7","25","23","6962.08","421.5","2360.82"
"15689","C-0_0_2_2_3_0_0_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.14","2","0.6","25","18","7192.39","534.0","2188.05"
"15690","C-0_0_2_2_3_0_0_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.14","2","0.6","25","23","7198.66","496.0","2190.33"
"15691","C-0_0_2_2_3_0_0_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.14","2","0.6","25","13","7191.36","534.0","2187.74"
"15692","C-0_0_2_2_3_0_0_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.14","2","0.6","25","28","7378.11","369.0","2243.68"
"15693","C-0_0_0_0_2_0_2_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.11","2","0.8","27","23","8237.23","751.0","2691.72"
"15694","C-0_0_1_0_3_1_3_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.14","5","0.9","27","23","7436.25","578.0","2573.62"
"15695","C-0_0_0_0_2_0_2_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.11","2","0.8","27","28","8578.92","675.5","2807.52"
"15696","C-0_0_1_0_3_1_3_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.14","5","0.9","27","28","7918.82","427.0","2731.36"
"15697","C-0_0_1_0_3_1_3_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.14","5","0.9","27","13","6919.45","577.5","2424.55"
"15698","C-0_0_0_0_2_0_2_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.11","2","0.8","27","13","7959.72","765.0","2608.61"
"15699","C-0_0_1_0_3_1_3_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.14","5","0.9","27","18","6921.82","577.5","2425.32"
"15700","C-0_0_0_0_2_0_2_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.11","2","0.8","27","18","7961.52","765.0","2609.22"
"15701","C-0_0_1_1_3_0_2_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","2","0.8","27","13","7208.09","645.0","2286.06"
"15702","C-0_0_1_1_3_0_2_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","2","0.8","27","28","7802.13","505.0","2469.41"
"15703","C-0_0_1_1_3_0_2_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","2","0.8","27","18","7209.88","644.5","2286.63"
"15704","C-0_0_1_1_3_0_2_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","2","0.8","27","23","7458.42","624.0","2363.9"
"15705","C-0_0_4_3_1_4_3_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.08","14","0.9","27","28","8976.6","0.0","3369.0"
"15706","C-0_0_4_3_1_4_3_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.08","14","0.9","27","23","8498.58","18.5","3226.73"
"15707","C-0_0_4_3_1_4_3_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.08","14","0.9","27","18","8180.16","25.5","3136.4"
"15708","C-0_0_4_2_0_3_3_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.15","0.05","11","0.9","27","28","9366.12","10.0","3320.13"
"15709","C-0_0_4_2_0_3_3_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.15","0.05","11","0.9","27","23","8914.39","44.5","3188.46"
"15710","C-0_0_4_2_0_3_3_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.15","0.05","11","0.9","27","18","8616.21","55.0","3103.57"
"15711","C-0_0_4_2_0_3_3_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.15","0.05","11","0.9","27","13","8614.61","55.0","3103.12"
"15712","C-0_0_0_1_2_4_2_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.11","14","0.8","25","18","9074.08","680.5","3699.97"
"15713","C-0_0_0_1_2_4_2_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.11","14","0.8","25","23","9301.76","667.5","3769.42"
"15714","C-0_0_0_1_2_4_2_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.11","14","0.8","25","28","9711.14","597.5","3911.77"
"15715","C-0_0_4_3_0_2_2_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.05","8","0.8","27","13","8997.99","72.5","2987.42"
"15716","C-0_0_0_0_1_4_0_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.08","14","0.6","27","18","9462.15","695.0","3846.79"
"15717","C-0_0_4_3_0_2_2_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.05","8","0.8","27","18","8999.06","72.5","2987.73"
"15718","C-0_0_0_0_1_4_0_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.08","14","0.6","27","23","9448.21","679.0","3850.31"
"15719","C-0_0_4_3_0_2_2_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.05","8","0.8","27","23","9161.75","63.0","3033.53"
"15720","C-0_0_4_3_0_2_2_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.05","8","0.8","27","28","9472.03","29.5","3123.17"
"15721","C-0_0_0_0_1_4_0_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.08","14","0.6","27","13","9461.05","695.0","3846.39"
"15722","C-0_0_0_0_1_4_0_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.08","14","0.6","27","28","9657.89","638.0","3919.75"
"15723","C-0_0_0_1_2_4_2_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.11","14","0.8","25","13","9072.02","681.0","3699.22"
"15724","C-0_0_0_2_2_3_1_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.11","11","0.7","25","23","9394.41","692.0","3559.92"
"15725","C-0_0_0_2_2_3_1_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.11","11","0.7","25","28","9687.13","633.0","3659.38"
"15726","C-0_0_1_0_3_4_3_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.14","14","0.9","26","13","7471.84","482.5","3178.0"
"15727","C-0_0_1_0_3_4_3_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.14","14","0.9","26","18","7474.42","482.5","3178.88"
"15728","C-0_0_1_0_3_4_3_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.14","14","0.9","26","23","7968.28","478.0","3315.95"
"15729","C-0_0_1_0_3_4_3_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.14","14","0.9","26","28","8492.05","365.5","3493.97"
"15730","C-0_0_0_2_2_3_1_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.11","11","0.7","25","13","9311.63","708.5","3530.66"
"15731","C-0_0_0_2_2_3_1_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.11","11","0.7","25","18","9313.21","708.5","3531.22"
"15732","C-0_0_3_0_2_3_0_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.05","0.11","11","0.6","28","18","6670.72","78.0","2645.8"
"15733","C-0_0_1_1_3_3_2_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","11","0.8","26","13","7725.63","521.5","3023.06"
"15734","C-0_0_0_3_2_2_0_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.11","8","0.6","25","28","9856.91","674.0","3452.95"
"15735","C-0_0_3_0_2_3_0_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.05","0.11","11","0.6","28","23","6669.16","65.0","2647.32"
"15736","C-0_0_1_1_3_3_2_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","11","0.8","26","23","7977.76","506.0","3098.76"
"15737","C-0_0_1_1_3_3_2_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","11","0.8","26","18","7727.57","521.0","3023.71"
"15738","C-0_0_3_0_2_3_0_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.05","0.11","11","0.6","28","13","6669.91","78.5","2645.55"
"15739","C-0_0_1_0_1_1_1_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.08","5","0.7","28","13","8283.24","601.5","2827.0"
"15740","C-0_0_1_1_3_3_2_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","11","0.8","26","28","8354.1","410.5","3221.78"
"15741","C-0_0_2_0_3_2_2_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.14","8","0.8","25","13","6630.21","365.0","2483.47"
"15742","C-0_0_3_0_2_3_0_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.05","0.11","11","0.6","28","28","6861.89","28.5","2703.88"
"15743","C-0_0_1_0_1_1_1_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.08","5","0.7","28","23","8349.61","577.0","2850.4"
"15744","C-0_0_1_0_1_1_1_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.08","5","0.7","28","18","8284.46","602.0","2827.4"
"15745","C-0_0_2_0_3_2_2_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.14","8","0.8","25","23","6924.72","360.5","2568.12"
"15746","C-0_0_1_0_1_1_1_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.08","5","0.7","28","28","8611.38","500.0","2930.15"
"15747","C-0_0_2_0_3_2_2_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.14","8","0.8","25","18","6631.89","365.0","2483.99"
"15748","C-0_0_2_0_3_2_2_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.14","8","0.8","25","28","7260.31","214.5","2673.29"
"15749","C-0_0_0_3_2_2_0_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.11","8","0.6","25","13","9647.37","740.0","3379.77"
"15750","C-0_0_0_3_2_2_0_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.11","8","0.6","25","18","9648.65","739.5","3380.21"
"15751","C-0_0_0_3_2_2_0_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.11","8","0.6","25","23","9656.83","720.5","3386.73"
"15752","C-0_0_1_2_3_2_1_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","8","0.7","26","18","8089.42","571.5","2888.12"
"15753","C-0_0_1_2_3_2_1_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","8","0.7","26","13","8087.91","572.5","2887.62"
"15754","C-0_0_1_2_3_2_1_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","8","0.7","26","28","8453.69","464.5","3005.15"
"15755","C-0_0_1_0_2_0_3_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","2","0.9","27","28","8186.8","471.5","2616.82"
"15756","C-0_0_1_2_3_2_1_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","8","0.7","26","23","8174.21","549.0","2915.3"
"15757","C-0_0_1_0_2_0_3_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","2","0.9","27","23","7725.67","614.5","2467.93"
"15758","C-0_0_0_2_2_1_0_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.11","5","0.6","26","18","8907.08","761.5","3012.47"
"15759","C-0_0_3_1_3_1_1_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.14","5","0.7","27","28","6721.59","42.0","2248.57"
"15760","C-0_0_0_2_2_1_0_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.11","5","0.6","26","13","8905.83","761.5","3012.05"
"15761","C-0_0_0_2_2_1_0_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.11","5","0.6","26","28","9108.38","698.5","3080.98"
"15762","C-0_0_0_2_2_1_0_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.11","5","0.6","26","23","8911.69","745.0","3016.98"
"15763","C-0_0_1_0_2_0_3_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","2","0.9","27","18","7244.47","624.0","2326.91"
"15764","C-0_0_3_1_3_1_1_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.14","5","0.7","27","13","6387.76","139.0","2150.68"
"15765","C-0_0_1_0_2_0_3_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","2","0.9","27","13","7242.26","624.0","2326.2"
"15766","C-0_0_3_1_3_1_1_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.14","5","0.7","27","18","6388.97","140.0","2151.04"
"15767","C-0_0_3_1_3_1_1_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.14","5","0.7","27","23","6471.34","125.5","2180.4"
"15768","C-0_0_1_3_3_1_0_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.14","5","0.6","26","28","8623.64","531.0","2808.52"
"15769","C-0_0_1_3_3_1_0_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.14","5","0.6","26","18","8422.91","635.0","2744.01"
"15770","C-0_0_0_1_3_2_3_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.14","8","0.9","28","23","8552.47","703.5","3140.66"
"15771","C-0_0_0_1_3_2_3_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.14","8","0.9","28","28","9083.12","601.0","3326.13"
"15772","C-0_0_1_3_3_1_0_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.14","5","0.6","26","23","8432.97","599.0","2748.81"
"15773","C-0_0_0_1_3_2_3_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.14","8","0.9","28","13","8063.82","709.5","2998.23"
"15774","C-0_0_0_1_3_2_3_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.14","8","0.9","28","18","8066.54","709.0","2999.18"
"15775","C-0_0_3_2_3_0_0_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.14","2","0.6","27","18","6692.97","218.5","2009.28"
"15776","C-0_0_1_3_3_1_0_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.14","5","0.6","26","13","8421.73","635.5","2743.63"
"15777","C-0_0_3_2_3_0_0_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.14","2","0.6","27","13","6692.05","221.0","2009.01"
"15778","C-0_0_3_2_3_0_0_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.14","2","0.6","27","28","6868.85","85.0","2060.11"
"15779","C-0_0_3_2_3_0_0_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.14","2","0.6","27","23","6697.48","191.5","2010.61"
"15780","C-0_0_0_2_3_1_2_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.14","5","0.8","28","28","9083.03","646.0","3079.08"
"15781","C-0_0_0_2_3_1_2_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.14","5","0.8","28","18","8478.71","747.5","2880.29"
"15782","C-0_0_0_2_3_1_2_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.14","5","0.8","28","23","8655.2","731.0","2942.77"
"15783","C-0_0_0_2_3_1_2_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.14","5","0.8","28","13","8476.68","747.5","2879.6"
"15784","C-0_0_0_3_3_0_1_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.14","2","0.7","28","23","8979.6","761.5","2784.53"
"15785","C-0_0_0_3_3_0_1_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.14","2","0.7","28","28","9257.4","704.5","2875.99"
"15786","C-0_0_0_3_3_0_1_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.14","2","0.7","28","13","8895.59","772.5","2757.25"
"15787","C-0_0_0_3_3_0_1_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.14","2","0.7","28","18","8897.21","772.5","2757.8"
"15788","C-0_0_0_0_2_3_2_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.11","11","0.8","26","28","9140.87","610.5","3571.69"
"15789","C-0_0_0_0_2_3_2_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.11","11","0.8","26","23","8771.98","685.0","3440.95"
"15790","C-0_0_0_0_2_3_2_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.11","11","0.8","26","18","8501.68","697.5","3361.62"
"15791","C-0_0_0_0_2_3_2_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.11","11","0.8","26","13","8499.7","697.5","3360.91"
"15792","C-0_0_1_0_2_1_1_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","5","0.7","25","23","7637.41","584.0","2637.89"
"15793","C-0_0_1_0_2_1_1_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","5","0.7","25","18","7524.43","610.0","2602.08"
"15794","C-0_0_0_0_0_0_0_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.05","2","0.6","28","28","10385.03","704.5","3350.67"
"15795","C-0_0_1_0_2_1_1_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","5","0.7","25","28","7872.67","505.5","2711.56"
"15796","C-0_0_0_0_0_0_0_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.05","2","0.6","28","13","10243.86","755.5","3302.18"
"15797","C-0_0_0_1_2_2_1_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.11","8","0.7","26","28","9081.03","652.0","3314.26"
"15798","C-0_0_0_0_0_0_0_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.05","2","0.6","28","23","10198.76","743.5","3292.71"
"15799","C-0_0_1_0_2_1_1_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","5","0.7","25","13","7523.06","609.0","2601.64"
"15800","C-0_0_0_0_0_0_0_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.05","2","0.6","28","18","10244.72","755.5","3302.48"
"15801","C-0_0_0_1_2_2_1_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.11","8","0.7","26","13","8709.14","730.5","3189.36"
"15802","C-0_0_0_1_2_2_1_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.11","8","0.7","26","23","8783.8","712.0","3215.88"
"15803","C-0_0_0_1_2_2_1_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.11","8","0.7","26","18","8710.71","730.5","3189.9"
"15804","C-0_0_2_2_3_4_0_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.14","14","0.6","27","13","7839.46","335.0","3150.36"
"15805","C-0_0_1_1_2_0_0_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.11","2","0.6","25","23","7650.9","637.5","2418.43"
"15806","C-0_0_1_1_2_0_0_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.11","2","0.6","25","28","7844.47","565.5","2476.87"
"15807","C-0_0_1_1_2_0_0_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.11","2","0.6","25","13","7661.81","677.5","2419.4"
"15808","C-0_0_1_1_2_0_0_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.11","2","0.6","25","18","7662.9","677.5","2419.74"
"15809","C-0_0_2_2_3_4_0_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.14","14","0.6","27","28","8058.58","233.5","3221.79"
"15810","C-0_0_2_2_3_4_0_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.14","14","0.6","27","23","7858.91","315.0","3159.31"
