"#","Solution","W","T","P0","P1","P2","P3","P4","P5","P6","v1","v2","v3"
"15811","C-0_0_2_2_3_4_0_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.14","14","0.6","27","18","7840.54","336.0","3150.7"
"15812","C-0_0_4_0_3_2_0_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.14","8","0.6","25","28","5769.53","14.5","2170.51"
"15813","C-0_0_4_0_3_2_0_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.14","8","0.6","25","23","5606.6","45.0","2126.11"
"15814","C-0_0_4_0_3_2_0_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.14","8","0.6","25","18","5581.63","53.5","2116.44"
"15815","C-0_0_4_0_3_2_0_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.14","8","0.6","25","13","5580.79","53.5","2116.2"
"15816","C-0_0_1_0_2_3_2_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","11","0.8","28","13","7851.32","526.0","3089.79"
"15817","C-0_0_1_0_2_3_2_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","11","0.8","28","18","7853.12","526.0","3090.4"
"15818","C-0_0_1_0_2_3_2_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","11","0.8","28","23","8119.76","510.5","3168.0"
"15819","C-0_0_1_0_2_3_2_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","11","0.8","28","28","8471.26","413.5","3285.43"
"15820","C-0_0_1_1_2_2_1_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.11","8","0.7","28","13","8042.18","569.5","2919.2"
"15821","C-0_0_1_1_2_2_1_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.11","8","0.7","28","18","8043.6","570.0","2919.67"
"15822","C-0_0_1_1_2_2_1_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.11","8","0.7","28","23","8118.12","549.5","2944.09"
"15823","C-0_0_1_1_2_2_1_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.11","8","0.7","28","28","8402.19","471.0","3033.76"
"15824","C-0_0_0_0_1_3_2_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.08","11","0.8","25","13","9303.07","698.5","3604.63"
"15825","C-0_0_0_0_1_3_2_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.08","11","0.8","25","18","9304.9","698.5","3605.29"
"15826","C-0_0_0_0_1_3_2_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.08","11","0.8","25","23","9529.92","682.0","3673.6"
"15827","C-0_0_0_0_1_3_2_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.08","11","0.8","25","28","9898.24","606.5","3801.92"
"15828","C-0_0_4_0_2_1_0_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.11","5","0.6","25","13","5828.57","81.5","1994.87"
"15829","C-0_0_4_0_2_1_0_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.11","5","0.6","25","18","5829.22","82.0","1995.06"
"15830","C-0_0_1_2_2_1_0_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.11","5","0.6","28","13","8314.65","626.5","2762.87"
"15831","C-0_0_4_0_2_1_0_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.11","5","0.6","25","23","5822.65","72.0","1993.63"
"15832","C-0_0_1_2_2_1_0_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.11","5","0.6","28","18","8315.66","626.0","2763.2"
"15833","C-0_0_4_0_2_1_0_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.11","5","0.6","25","28","5998.39","43.5","2042.75"
"15834","C-0_0_1_2_2_1_0_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.11","5","0.6","28","23","8317.75","592.5","2765.7"
"15835","C-0_0_0_1_1_2_1_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.08","8","0.7","25","13","9515.48","726.5","3434.79"
"15836","C-0_0_1_2_2_1_0_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.11","5","0.6","28","28","8505.52","531.0","2824.11"
"15837","C-0_0_0_1_1_2_1_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.08","8","0.7","25","23","9578.57","707.5","3457.82"
"15838","C-0_0_0_1_1_2_1_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.08","8","0.7","25","18","9516.87","726.5","3435.27"
"15839","C-0_0_0_1_1_2_1_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.08","8","0.7","25","28","9863.99","649.5","3551.9"
"15840","C-0_0_0_0_1_1_0_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.08","5","0.6","28","13","8918.11","754.0","3091.23"
"15841","C-0_0_0_0_1_1_0_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.08","5","0.6","28","18","8919.16","754.0","3091.59"
"15842","C-0_0_0_0_1_1_0_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.08","5","0.6","28","23","8895.93","738.0","3089.23"
"15843","C-0_0_0_0_1_1_0_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.08","5","0.6","28","28","9094.2","699.0","3152.41"
"15844","C-0_0_0_2_1_1_0_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.08","5","0.6","25","18","9667.04","754.0","3248.85"
"15845","C-0_0_0_2_1_1_0_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.08","5","0.6","25","13","9665.95","754.0","3248.47"
"15846","C-0_0_0_2_1_1_0_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.08","5","0.6","25","28","9845.59","699.0","3310.4"
"15847","C-0_0_0_2_1_1_0_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.08","5","0.6","25","23","9646.53","738.0","3247.11"
"15848","C-0_0_1_0_2_2_1_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","8","0.7","28","28","8050.88","471.0","2959.89"
"15849","C-0_0_1_0_2_2_1_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","8","0.7","28","23","7809.05","549.5","2882.51"
"15850","C-0_0_1_0_2_2_1_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","8","0.7","28","18","7694.84","570.0","2846.34"
"15851","C-0_0_2_0_3_3_2_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.14","11","0.8","28","28","7443.79","196.0","2921.92"
"15852","C-0_0_2_0_3_3_2_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.14","11","0.8","28","23","7097.1","326.0","2811.68"
"15853","C-0_0_2_0_3_3_2_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.14","11","0.8","28","18","6807.05","325.5","2729.06"
"15854","C-0_0_2_0_3_3_2_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.14","11","0.8","28","13","6805.32","325.5","2728.51"
"15855","C-0_0_1_0_2_2_1_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","8","0.7","28","13","7693.45","569.5","2845.88"
"15856","C-0_0_2_1_3_2_1_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.14","8","0.7","28","13","7035.64","386.0","2569.2"
"15857","C-0_0_2_1_3_2_1_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.14","8","0.7","28","18","7036.98","385.5","2569.61"
"15858","C-0_0_1_1_2_1_0_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.11","5","0.6","28","23","7816.69","592.5","2660.49"
"15859","C-0_0_2_1_3_2_1_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.14","8","0.7","28","23","7124.64","368.0","2600.71"
"15860","C-0_0_2_1_3_2_1_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.14","8","0.7","28","28","7391.93","250.0","2678.57"
"15861","C-0_0_1_1_2_1_0_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.11","5","0.6","28","28","8014.35","531.0","2720.99"
"15862","C-0_0_1_1_2_1_0_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.11","5","0.6","28","13","7824.89","626.5","2660.04"
"15863","C-0_0_1_1_2_1_0_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.11","5","0.6","28","18","7825.89","626.0","2660.37"
"15864","C-0_0_2_2_3_1_0_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.14","5","0.6","28","13","7342.16","467.5","2423.36"
"15865","C-0_0_2_2_3_1_0_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.14","5","0.6","28","18","7343.21","468.0","2423.68"
"15866","C-0_0_2_2_3_1_0_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.14","5","0.6","28","23","7351.98","436.0","2427.2"
"15867","C-0_0_2_2_3_1_0_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.14","5","0.6","28","28","7536.23","318.5","2482.67"
"15868","C-0_0_1_2_3_0_2_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","2","0.8","28","23","7923.04","624.0","2461.48"
"15869","C-0_0_1_2_3_0_2_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","2","0.8","28","18","7746.13","644.5","2399.21"
"15870","C-0_0_1_2_3_0_2_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","2","0.8","28","13","7744.34","645.0","2398.64"
"15871","C-0_0_1_2_3_0_2_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","2","0.8","28","28","8320.56","505.0","2578.3"
"15872","C-0_0_4_3_0_4_1_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.05","14","0.7","26","28","9592.91","18.5","3541.38"
"15873","C-0_0_4_3_0_4_1_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.05","14","0.7","26","18","9315.48","48.5","3460.27"
"15874","C-0_0_4_3_0_4_1_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.05","14","0.7","26","23","9365.92","37.5","3475.11"
"15875","C-0_0_4_3_0_4_1_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.05","14","0.7","26","13","9314.65","48.5","3460.03"
"15876","C-0_0_1_0_1_0_0_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.08","2","0.6","27","23","8053.53","621.5","2567.93"
"15877","C-0_0_1_0_1_0_0_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.08","2","0.6","27","28","8240.46","561.0","2624.27"
"15878","C-0_0_1_0_1_0_0_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.08","2","0.6","27","13","8077.52","658.0","2572.65"
"15879","C-0_0_1_0_1_0_0_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.08","2","0.6","27","18","8078.44","657.5","2572.94"
"15880","C-0_0_1_0_3_3_2_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.14","11","0.8","26","13","7373.38","521.5","2949.01"
"15881","C-0_0_1_0_3_3_2_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.14","11","0.8","26","18","7375.28","521.0","2949.65"
"15882","C-0_0_1_0_3_3_2_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.14","11","0.8","26","23","7667.51","506.0","3033.53"
"15883","C-0_0_1_0_3_3_2_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.14","11","0.8","26","28","8028.86","410.5","3154.33"
"15884","C-0_0_1_1_3_2_1_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","8","0.7","26","13","7562.29","572.5","2777.22"
"15885","C-0_0_1_1_3_2_1_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","8","0.7","26","23","7665.2","549.0","2812.51"
"15886","C-0_0_1_1_3_2_1_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","8","0.7","26","18","7563.8","571.5","2777.72"
"15887","C-0_0_1_1_3_2_1_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","8","0.7","26","28","7937.48","464.5","2896.73"
"15888","C-0_0_1_2_3_1_0_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","5","0.6","26","18","7876.31","635.0","2629.23"
"15889","C-0_0_1_2_3_1_0_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","5","0.6","26","13","7875.14","635.5","2628.85"
"15890","C-0_0_2_0_3_0_3_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.14","2","0.9","27","28","7168.84","232.5","2261.54"
"15891","C-0_0_2_0_3_0_3_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.14","2","0.9","27","23","6721.27","469.5","2124.17"
"15892","C-0_0_2_0_3_0_3_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.14","2","0.9","27","18","6207.2","453.5","1975.86"
"15893","C-0_0_2_0_3_0_3_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.14","2","0.9","27","13","6205.07","454.0","1975.22"
"15894","C-0_0_1_2_3_1_0_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","5","0.6","26","28","8077.97","531.0","2693.94"
"15895","C-0_0_1_2_3_1_0_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","5","0.6","26","23","7885.5","599.0","2633.85"
"15896","C-0_0_1_1_3_4_2_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","14","0.8","28","28","8553.48","391.5","3480.19"
"15897","C-0_0_1_1_3_4_2_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","14","0.8","28","23","8166.45","480.5","3351.35"
"15898","C-0_0_1_0_2_4_0_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","14","0.6","26","23","8017.17","501.0","3337.75"
"15899","C-0_0_1_1_3_4_2_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","14","0.8","28","18","7918.71","493.0","3278.03"
"15900","C-0_0_1_1_3_4_2_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","14","0.8","28","13","7916.71","493.0","3277.35"
"15901","C-0_0_1_0_2_4_0_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","14","0.6","26","28","8217.35","446.5","3401.61"
"15902","C-0_0_4_3_0_3_3_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.05","11","0.9","27","28","9827.98","10.0","3417.09"
"15903","C-0_0_1_0_2_4_0_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","14","0.6","26","13","8006.06","520.5","3328.68"
"15904","C-0_0_1_0_2_4_0_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","14","0.6","26","18","8007.17","520.0","3329.06"
"15905","C-0_0_1_2_3_3_1_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","11","0.7","28","28","8637.47","440.5","3257.62"
"15906","C-0_0_1_2_3_3_1_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","11","0.7","28","23","8351.37","516.5","3164.45"
"15907","C-0_0_1_2_3_3_1_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","11","0.7","28","18","8263.95","538.5","3135.83"
"15908","C-0_0_1_2_3_3_1_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","11","0.7","28","13","8262.41","538.5","3135.32"
"15909","C-0_0_1_3_3_2_0_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.14","8","0.6","28","13","8586.28","589.0","2986.73"
"15910","C-0_0_1_3_3_2_0_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.14","8","0.6","28","18","8587.47","588.5","2987.12"
"15911","C-0_0_1_3_3_2_0_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.14","8","0.6","28","23","8600.35","560.0","2993.57"
"15912","C-0_0_1_3_3_2_0_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.14","8","0.6","28","28","8796.22","495.0","3055.8"
"15913","C-0_0_2_0_2_1_1_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.11","5","0.7","27","23","7052.75","408.0","2414.32"
"15914","C-0_0_2_0_2_1_1_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.11","5","0.7","27","28","7279.73","276.0","2481.66"
"15915","C-0_0_2_0_2_1_1_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.11","5","0.7","27","13","6938.59","430.0","2379.08"
"15916","C-0_0_2_0_2_1_1_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.11","5","0.7","27","18","6939.78","429.0","2379.45"
"15917","C-0_0_2_1_2_0_0_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.11","2","0.6","27","28","7275.46","358.0","2257.51"
"15918","C-0_0_0_1_0_0_0_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.05","2","0.6","25","13","10613.18","755.5","3379.86"
"15919","C-0_0_0_0_0_1_1_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.05","5","0.7","25","18","10459.34","737.0","3562.76"
"15920","C-0_0_0_0_0_1_1_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.05","5","0.7","25","13","10458.19","737.0","3562.36"
"15921","C-0_0_0_0_0_1_1_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.05","5","0.7","25","28","10761.8","660.5","3663.23"
"15922","C-0_0_0_0_0_1_1_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.05","5","0.7","25","23","10498.26","712.5","3577.89"
"15923","C-0_0_2_1_2_0_0_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.11","2","0.6","27","13","7095.68","511.5","2204.07"
"15924","C-0_0_2_1_2_0_0_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.11","2","0.6","27","23","7096.9","479.5","2204.86"
"15925","C-0_0_2_1_2_0_0_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.11","2","0.6","27","18","7096.66","510.5","2204.36"
"15926","C-0_0_3_0_2_2_0_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.05","0.11","8","0.6","26","18","6506.86","109.0","2406.9"
"15927","C-0_0_3_0_2_2_0_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.05","0.11","8","0.6","26","13","6506.0","109.0","2406.64"
"15928","C-0_0_0_1_0_0_0_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.05","2","0.6","25","28","10755.29","704.5","3428.56"
"15929","C-0_0_3_0_2_2_0_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.05","0.11","8","0.6","26","28","6690.1","46.0","2461.45"
"15930","C-0_0_0_1_0_0_0_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.05","2","0.6","25","18","10614.06","755.5","3380.17"
"15931","C-0_0_3_0_2_2_0_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.05","0.11","8","0.6","26","23","6502.38","92.0","2407.03"
"15932","C-0_0_0_1_0_0_0_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.05","2","0.6","25","23","10569.25","743.5","3370.64"
"15933","C-0_0_4_3_0_3_3_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.05","11","0.9","27","13","9084.6","55.0","3201.75"
"15934","C-0_0_4_0_3_3_1_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.14","11","0.7","26","28","6146.98","0.0","2471.24"
"15935","C-0_0_4_3_0_3_3_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.05","11","0.9","27","18","9086.18","55.0","3202.2"
"15936","C-0_0_4_0_3_3_1_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.14","11","0.7","26","23","5921.13","17.0","2405.33"
"15937","C-0_0_4_3_0_3_3_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.05","11","0.9","27","23","9380.71","44.5","3286.35"
"15938","C-0_0_4_0_3_3_1_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.14","11","0.7","26","18","5788.09","29.5","2366.18"
"15939","C-0_0_4_0_3_3_1_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.14","11","0.7","26","13","5786.93","29.5","2365.85"
